_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,can_the_verb_span_stylecolorblueverb_span_be_anchored_in_time,can_the_verb_span_stylecolorblueverb_span_be_anchored_in_time:confidence,after,before,bodytext,can_the_verb_span_stylecolorblueverb_span_be_anchored_in_time_gold,docid,eventid,verb
1671461902,false,finalized,5,4/7/2018 13:36:12,yes_its_anchorable,1.0,"him so far by suggesting that Iraq will use its occupation of Kuwait as a lever to solve the Arab world 's most frustrating problem , the 23-year Israeli occupation of land claimed by Palestinians .",He apparently hopes to lure support from Arabs who have,"<p>The Iraqi leader , in an "" initiative "" designed as much to rally Arab public opinion as to launch meaningful negotiations , announced yesterday that he will withdraw his troops from Kuwait only if Israel withdraws from the West Bank and Syria from Lebanon . </p><p>He apparently hopes to lure support from Arabs who have <span style='color:red;'><strong>spurned </strong></span>him so far by suggesting that Iraq will use its occupation of Kuwait as a lever to solve the Arab world 's most frustrating problem , the 23-year Israeli occupation of land claimed by Palestinians . </p>",,WSJ900813-0157,20,spurned
1671461903,false,finalized,5,4/8/2018 08:26:19,no_its_intentionwishopinion,0.5822,"that Iraq will use its occupation of Kuwait as a lever to solve the Arab world 's most frustrating problem , the 23-year Israeli occupation of land claimed by Palestinians .",He apparently hopes to lure support from Arabs who have spurned him so far by,"<p>The Iraqi leader , in an "" initiative "" designed as much to rally Arab public opinion as to launch meaningful negotiations , announced yesterday that he will withdraw his troops from Kuwait only if Israel withdraws from the West Bank and Syria from Lebanon . </p><p>He apparently hopes to lure support from Arabs who have spurned him so far by <span style='color:red;'><strong>suggesting </strong></span>that Iraq will use its occupation of Kuwait as a lever to solve the Arab world 's most frustrating problem , the 23-year Israeli occupation of land claimed by Palestinians . </p>",,WSJ900813-0157,21,suggesting
1671461904,false,finalized,5,4/8/2018 16:09:54,no_its_intentionwishopinion,0.5883,"its occupation of Kuwait as a lever to solve the Arab world 's most frustrating problem , the 23-year Israeli occupation of land claimed by Palestinians .",He apparently hopes to lure support from Arabs who have spurned him so far by suggesting that Iraq will,"<p>The Iraqi leader , in an "" initiative "" designed as much to rally Arab public opinion as to launch meaningful negotiations , announced yesterday that he will withdraw his troops from Kuwait only if Israel withdraws from the West Bank and Syria from Lebanon . </p><p>He apparently hopes to lure support from Arabs who have spurned him so far by suggesting that Iraq will <span style='color:red;'><strong>use </strong></span>its occupation of Kuwait as a lever to solve the Arab world 's most frustrating problem , the 23-year Israeli occupation of land claimed by Palestinians . </p>",,WSJ900813-0157,22,use
1671461905,false,finalized,6,4/6/2018 17:12:47,no_its_intentionwishopinion,1.0,"the Arab world 's most frustrating problem , the 23-year Israeli occupation of land claimed by Palestinians .",He apparently hopes to lure support from Arabs who have spurned him so far by suggesting that Iraq will use its occupation of Kuwait as a lever to,"<p>The Iraqi leader , in an "" initiative "" designed as much to rally Arab public opinion as to launch meaningful negotiations , announced yesterday that he will withdraw his troops from Kuwait only if Israel withdraws from the West Bank and Syria from Lebanon . </p><p>He apparently hopes to lure support from Arabs who have spurned him so far by suggesting that Iraq will use its occupation of Kuwait as a lever to <span style='color:red;'><strong>solve </strong></span>the Arab world 's most frustrating problem , the 23-year Israeli occupation of land claimed by Palestinians . </p>",,WSJ900813-0157,24,solve
1671461906,false,finalized,5,4/6/2018 17:43:49,yes_its_anchorable,0.802,by Palestinians .,"He apparently hopes to lure support from Arabs who have spurned him so far by suggesting that Iraq will use its occupation of Kuwait as a lever to solve the Arab world 's most frustrating problem , the 23-year Israeli occupation of land","<p>The Iraqi leader , in an "" initiative "" designed as much to rally Arab public opinion as to launch meaningful negotiations , announced yesterday that he will withdraw his troops from Kuwait only if Israel withdraws from the West Bank and Syria from Lebanon . </p><p>He apparently hopes to lure support from Arabs who have spurned him so far by suggesting that Iraq will use its occupation of Kuwait as a lever to solve the Arab world 's most frustrating problem , the 23-year Israeli occupation of land <span style='color:red;'><strong>claimed </strong></span>by Palestinians . </p>",,WSJ900813-0157,27,claimed
1671461907,false,finalized,5,4/6/2018 17:43:47,yes_its_anchorable,0.8016,"for a ploy to ease his isolation , though , the international pressure against him clicked up another notch .",Even as Saddam Hussein was,"<p>He apparently hopes to lure support from Arabs who have spurned him so far by suggesting that Iraq will use its occupation of Kuwait as a lever to solve the Arab world 's most frustrating problem , the 23-year Israeli occupation of land claimed by Palestinians . </p><p>Even as Saddam Hussein was <span style='color:red;'><strong>searching </strong></span>for a ploy to ease his isolation , though , the international pressure against him clicked up another notch . </p>",,WSJ900813-0157,28,searching
1671461908,false,finalized,6,4/6/2018 17:02:46,no_its_intentionwishopinion,1.0,"his isolation , though , the international pressure against him clicked up another notch .",Even as Saddam Hussein was searching for a ploy to,"<p>He apparently hopes to lure support from Arabs who have spurned him so far by suggesting that Iraq will use its occupation of Kuwait as a lever to solve the Arab world 's most frustrating problem , the 23-year Israeli occupation of land claimed by Palestinians . </p><p>Even as Saddam Hussein was searching for a ploy to <span style='color:red;'><strong>ease </strong></span>his isolation , though , the international pressure against him clicked up another notch . </p>",,WSJ900813-0157,30,ease
1671461909,false,finalized,5,4/8/2018 12:48:31,yes_its_anchorable,1.0,up another notch .,"Even as Saddam Hussein was searching for a ploy to ease his isolation , though , the international pressure against him","<p>He apparently hopes to lure support from Arabs who have spurned him so far by suggesting that Iraq will use its occupation of Kuwait as a lever to solve the Arab world 's most frustrating problem , the 23-year Israeli occupation of land claimed by Palestinians . </p><p>Even as Saddam Hussein was searching for a ploy to ease his isolation , though , the international pressure against him <span style='color:red;'><strong>clicked </strong></span>up another notch . </p>",,WSJ900813-0157,32,clicked
1671461910,false,finalized,5,4/8/2018 02:10:56,yes_its_anchorable,1.0,"that Kuwait 's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq , allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods .",The White House yesterday,"<p>Even as Saddam Hussein was searching for a ploy to ease his isolation , though , the international pressure against him clicked up another notch . </p><p>The White House yesterday <span style='color:red;'><strong>disclosed </strong></span>that Kuwait 's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq , allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods . </p>",,WSJ900813-0157,33,disclosed
1671461911,false,finalized,5,4/7/2018 14:59:09,yes_its_anchorable,1.0,"the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq , allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods .",The White House yesterday disclosed that Kuwait 's ousted government has formally,"<p>Even as Saddam Hussein was searching for a ploy to ease his isolation , though , the international pressure against him clicked up another notch . </p><p>The White House yesterday disclosed that Kuwait 's ousted government has formally <span style='color:red;'><strong>asked </strong></span>the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq , allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods . </p>",,WSJ900813-0157,34,asked
1671461912,false,finalized,5,4/6/2018 18:37:37,no_its_intentionwishopinion,1.0,"the total trade embargo the United Nations has imposed on Iraq , allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods .",The White House yesterday disclosed that Kuwait 's ousted government has formally asked the U.S. to,"<p>Even as Saddam Hussein was searching for a ploy to ease his isolation , though , the international pressure against him clicked up another notch . </p><p>The White House yesterday disclosed that Kuwait 's ousted government has formally asked the U.S. to <span style='color:red;'><strong>enforce </strong></span>the total trade embargo the United Nations has imposed on Iraq , allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods . </p>",,WSJ900813-0157,35,enforce
1671461913,false,finalized,5,4/8/2018 14:35:09,no_its_intentionwishopinion,0.6096,"on Iraq , allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods .",The White House yesterday disclosed that Kuwait 's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has,"<p>Even as Saddam Hussein was searching for a ploy to ease his isolation , though , the international pressure against him clicked up another notch . </p><p>The White House yesterday disclosed that Kuwait 's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has <span style='color:red;'><strong>imposed </strong></span>on Iraq , allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods . </p>",,WSJ900813-0157,37,imposed
1671461914,false,finalized,5,4/8/2018 15:55:34,yes_its_anchorable,1.0,the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods .,"The White House yesterday disclosed that Kuwait 's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq ,","<p>Even as Saddam Hussein was searching for a ploy to ease his isolation , though , the international pressure against him clicked up another notch . </p><p>The White House yesterday disclosed that Kuwait 's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq , <span style='color:red;'><strong>allowing </strong></span>the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods . </p>",,WSJ900813-0157,38,allowing
1671461915,false,finalized,5,4/6/2018 19:26:33,no_its_intentionwishopinion,0.6063,stopping ships carrying Iraqi goods .,"The White House yesterday disclosed that Kuwait 's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq , allowing the U.S. and other nations to immediately","<p>Even as Saddam Hussein was searching for a ploy to ease his isolation , though , the international pressure against him clicked up another notch . </p><p>The White House yesterday disclosed that Kuwait 's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq , allowing the U.S. and other nations to immediately <span style='color:red;'><strong>begin </strong></span>stopping ships carrying Iraqi goods . </p>",,WSJ900813-0157,39,begin
1671461916,false,finalized,6,4/6/2018 17:01:47,yes_its_anchorable,0.4943,ships carrying Iraqi goods .,"The White House yesterday disclosed that Kuwait 's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq , allowing the U.S. and other nations to immediately begin","<p>Even as Saddam Hussein was searching for a ploy to ease his isolation , though , the international pressure against him clicked up another notch . </p><p>The White House yesterday disclosed that Kuwait 's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq , allowing the U.S. and other nations to immediately begin <span style='color:red;'><strong>stopping </strong></span>ships carrying Iraqi goods . </p>",,WSJ900813-0157,40,stopping
1671461917,false,finalized,5,4/6/2018 17:19:52,yes_its_anchorable,0.8221,"on ABC News ' "" This Week , "" said the Kuwaiti request gives the U.S. and other countries "" a legal basis for stopping the export of oil and that sort of thing . ""","Secretary of State James Baker ,","<p>The White House yesterday disclosed that Kuwait 's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq , allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods . </p><p>Secretary of State James Baker , <span style='color:red;'><strong>speaking </strong></span>on ABC News ' "" This Week , "" said the Kuwaiti request gives the U.S. and other countries "" a legal basis for stopping the export of oil and that sort of thing . "" </p>",,WSJ900813-0157,41,speaking
1671461918,false,finalized,5,4/8/2018 15:59:19,yes_its_anchorable,1.0,"the Kuwaiti request gives the U.S. and other countries "" a legal basis for stopping the export of oil and that sort of thing . ""","Secretary of State James Baker , speaking on ABC News ' "" This Week , ""","<p>The White House yesterday disclosed that Kuwait 's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq , allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods . </p><p>Secretary of State James Baker , speaking on ABC News ' "" This Week , "" <span style='color:red;'><strong>said </strong></span>the Kuwaiti request gives the U.S. and other countries "" a legal basis for stopping the export of oil and that sort of thing . "" </p>",,WSJ900813-0157,42,said
1671461919,false,finalized,5,4/8/2018 22:25:50,yes_its_anchorable,1.0,"the U.S. and other countries "" a legal basis for stopping the export of oil and that sort of thing . ""","Secretary of State James Baker , speaking on ABC News ' "" This Week , "" said the Kuwaiti request","<p>The White House yesterday disclosed that Kuwait 's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq , allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods . </p><p>Secretary of State James Baker , speaking on ABC News ' "" This Week , "" said the Kuwaiti request <span style='color:red;'><strong>gives </strong></span>the U.S. and other countries "" a legal basis for stopping the export of oil and that sort of thing . "" </p>",,WSJ900813-0157,44,gives
1671461920,false,finalized,5,4/6/2018 17:05:17,no_its_intentionwishopinion,0.6232,"the export of oil and that sort of thing . ""","Secretary of State James Baker , speaking on ABC News ' "" This Week , "" said the Kuwaiti request gives the U.S. and other countries "" a legal basis for","<p>The White House yesterday disclosed that Kuwait 's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq , allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods . </p><p>Secretary of State James Baker , speaking on ABC News ' "" This Week , "" said the Kuwaiti request gives the U.S. and other countries "" a legal basis for <span style='color:red;'><strong>stopping </strong></span>the export of oil and that sort of thing . "" </p>",,WSJ900813-0157,45,stopping
1671461921,false,finalized,6,4/6/2018 17:08:24,yes_its_anchorable,0.8481,"that under the U.N. charter , the Kuwaiti request triggers steps for the collective enforcement of international sanctions .",The U.S.,"<p>Secretary of State James Baker , speaking on ABC News ' "" This Week , "" said the Kuwaiti request gives the U.S. and other countries "" a legal basis for stopping the export of oil and that sort of thing . "" </p><p>The U.S. <span style='color:red;'><strong>maintains </strong></span>that under the U.N. charter , the Kuwaiti request triggers steps for the collective enforcement of international sanctions . </p>",,WSJ900813-0157,47,maintains
1671461922,false,finalized,5,4/7/2018 22:31:15,yes_its_anchorable,0.5945,steps for the collective enforcement of international sanctions .,"The U.S. maintains that under the U.N. charter , the Kuwaiti request","<p>Secretary of State James Baker , speaking on ABC News ' "" This Week , "" said the Kuwaiti request gives the U.S. and other countries "" a legal basis for stopping the export of oil and that sort of thing . "" </p><p>The U.S. maintains that under the U.N. charter , the Kuwaiti request <span style='color:red;'><strong>triggers </strong></span>steps for the collective enforcement of international sanctions . </p>",,WSJ900813-0157,49,triggers
1671461923,false,finalized,5,4/8/2018 03:00:49,yes_its_anchorable,0.7892,"to use the word blockade , but said that "" interdiction "" of Iraqi shipments would begin "" almost instantly . """,Mr. Baker,"<p>The U.S. maintains that under the U.N. charter , the Kuwaiti request triggers steps for the collective enforcement of international sanctions . </p><p>Mr. Baker <span style='color:red;'><strong>declined </strong></span>to use the word blockade , but said that "" interdiction "" of Iraqi shipments would begin "" almost instantly . "" </p>",,WSJ900813-0157,52,declined
1671461924,false,finalized,5,4/8/2018 11:05:28,no_its_negation,0.6272,"the word blockade , but said that "" interdiction "" of Iraqi shipments would begin "" almost instantly . """,Mr. Baker declined to,"<p>The U.S. maintains that under the U.N. charter , the Kuwaiti request triggers steps for the collective enforcement of international sanctions . </p><p>Mr. Baker declined to <span style='color:red;'><strong>use </strong></span>the word blockade , but said that "" interdiction "" of Iraqi shipments would begin "" almost instantly . "" </p>",,WSJ900813-0157,53,use
1671461925,false,finalized,5,4/6/2018 18:58:27,yes_its_anchorable,0.8216,"that "" interdiction "" of Iraqi shipments would begin "" almost instantly . ""","Mr. Baker declined to use the word blockade , but","<p>The U.S. maintains that under the U.N. charter , the Kuwaiti request triggers steps for the collective enforcement of international sanctions . </p><p>Mr. Baker declined to use the word blockade , but <span style='color:red;'><strong>said </strong></span>that "" interdiction "" of Iraqi shipments would begin "" almost instantly . "" </p>",,WSJ900813-0157,54,said
1671461926,false,finalized,5,4/8/2018 19:59:10,yes_its_anchorable,0.4125,""" almost instantly . ""","Mr. Baker declined to use the word blockade , but said that "" interdiction "" of Iraqi shipments would","<p>The U.S. maintains that under the U.N. charter , the Kuwaiti request triggers steps for the collective enforcement of international sanctions . </p><p>Mr. Baker declined to use the word blockade , but said that "" interdiction "" of Iraqi shipments would <span style='color:red;'><strong>begin </strong></span>"" almost instantly . "" </p>",,WSJ900813-0157,57,begin
1671461927,false,finalized,5,4/6/2018 18:18:10,yes_its_anchorable,1.0,"it would do "" whatever is necessary "" to ensure compliance with the sanctions .","In a statement , the White House","<p>Mr. Baker declined to use the word blockade , but said that "" interdiction "" of Iraqi shipments would begin "" almost instantly . "" </p><p>In a statement , the White House <span style='color:red;'><strong>said </strong></span>it would do "" whatever is necessary "" to ensure compliance with the sanctions . </p>",,WSJ900813-0157,59,said
1671461928,false,finalized,5,4/8/2018 07:45:11,no_its_intentionwishopinion,0.798,""" whatever is necessary "" to ensure compliance with the sanctions .","In a statement , the White House said it would","<p>Mr. Baker declined to use the word blockade , but said that "" interdiction "" of Iraqi shipments would begin "" almost instantly . "" </p><p>In a statement , the White House said it would <span style='color:red;'><strong>do </strong></span>"" whatever is necessary "" to ensure compliance with the sanctions . </p>",,WSJ900813-0157,60,do
1671461929,false,finalized,5,4/6/2018 17:42:34,no_its_intentionwishopinion,0.8254,compliance with the sanctions .,"In a statement , the White House said it would do "" whatever is necessary "" to","<p>Mr. Baker declined to use the word blockade , but said that "" interdiction "" of Iraqi shipments would begin "" almost instantly . "" </p><p>In a statement , the White House said it would do "" whatever is necessary "" to <span style='color:red;'><strong>ensure </strong></span>compliance with the sanctions . </p>",,WSJ900813-0157,61,ensure
1671461930,false,finalized,5,4/6/2018 17:04:50,yes_its_anchorable,0.8136,"that the international naval force in the area -- consisting of American , British , French , Canadian , Soviet , German and Australian ships -- may be used both to stop oil exports from leaving Iraq and Kuwait and to stop shipments of food and other goods from going in .",Other Bush administration officials,"<p>In a statement , the White House said it would do "" whatever is necessary "" to ensure compliance with the sanctions . </p><p>Other Bush administration officials <span style='color:red;'><strong>said </strong></span>that the international naval force in the area -- consisting of American , British , French , Canadian , Soviet , German and Australian ships -- may be used both to stop oil exports from leaving Iraq and Kuwait and to stop shipments of food and other goods from going in . </p>",,WSJ900813-0157,63,said
1671461931,false,finalized,5,4/8/2018 07:43:02,no_its_intentionwishopinion,0.6177,both to stop oil exports from leaving Iraq and Kuwait and to stop shipments of food and other goods from going in .,"Other Bush administration officials said that the international naval force in the area -- consisting of American , British , French , Canadian , Soviet , German and Australian ships -- may be","<p>In a statement , the White House said it would do "" whatever is necessary "" to ensure compliance with the sanctions . </p><p>Other Bush administration officials said that the international naval force in the area -- consisting of American , British , French , Canadian , Soviet , German and Australian ships -- may be <span style='color:red;'><strong>used </strong></span>both to stop oil exports from leaving Iraq and Kuwait and to stop shipments of food and other goods from going in . </p>",,WSJ900813-0157,64,used
1671461932,false,finalized,6,4/6/2018 17:02:29,no_its_intentionwishopinion,0.6744,oil exports from leaving Iraq and Kuwait and to stop shipments of food and other goods from going in .,"Other Bush administration officials said that the international naval force in the area -- consisting of American , British , French , Canadian , Soviet , German and Australian ships -- may be used both to","<p>In a statement , the White House said it would do "" whatever is necessary "" to ensure compliance with the sanctions . </p><p>Other Bush administration officials said that the international naval force in the area -- consisting of American , British , French , Canadian , Soviet , German and Australian ships -- may be used both to <span style='color:red;'><strong>stop </strong></span>oil exports from leaving Iraq and Kuwait and to stop shipments of food and other goods from going in . </p>",,WSJ900813-0157,65,stop
1671461933,false,finalized,5,4/8/2018 15:19:03,no_its_intentionwishopinion,1.0,Iraq and Kuwait and to stop shipments of food and other goods from going in .,"Other Bush administration officials said that the international naval force in the area -- consisting of American , British , French , Canadian , Soviet , German and Australian ships -- may be used both to stop oil exports from","<p>In a statement , the White House said it would do "" whatever is necessary "" to ensure compliance with the sanctions . </p><p>Other Bush administration officials said that the international naval force in the area -- consisting of American , British , French , Canadian , Soviet , German and Australian ships -- may be used both to stop oil exports from <span style='color:red;'><strong>leaving </strong></span>Iraq and Kuwait and to stop shipments of food and other goods from going in . </p>",,WSJ900813-0157,66,leaving
1671461934,false,finalized,5,4/8/2018 06:55:20,no_its_intentionwishopinion,0.8105,shipments of food and other goods from going in .,"Other Bush administration officials said that the international naval force in the area -- consisting of American , British , French , Canadian , Soviet , German and Australian ships -- may be used both to stop oil exports from leaving Iraq and Kuwait and to","<p>In a statement , the White House said it would do "" whatever is necessary "" to ensure compliance with the sanctions . </p><p>Other Bush administration officials said that the international naval force in the area -- consisting of American , British , French , Canadian , Soviet , German and Australian ships -- may be used both to stop oil exports from leaving Iraq and Kuwait and to <span style='color:red;'><strong>stop </strong></span>shipments of food and other goods from going in . </p>",,WSJ900813-0157,67,stop
1671461935,false,finalized,5,4/7/2018 10:42:30,yes_its_anchorable,0.4033,in .,"Other Bush administration officials said that the international naval force in the area -- consisting of American , British , French , Canadian , Soviet , German and Australian ships -- may be used both to stop oil exports from leaving Iraq and Kuwait and to stop shipments of food and other goods from","<p>In a statement , the White House said it would do "" whatever is necessary "" to ensure compliance with the sanctions . </p><p>Other Bush administration officials said that the international naval force in the area -- consisting of American , British , French , Canadian , Soviet , German and Australian ships -- may be used both to stop oil exports from leaving Iraq and Kuwait and to stop shipments of food and other goods from <span style='color:red;'><strong>going </strong></span>in . </p>",,WSJ900813-0157,68,going
1671461936,false,finalized,5,4/6/2018 18:18:10,yes_its_anchorable,1.0,as much yesterday when reporters asked whether the interdiction would apply to food .,President Bush,"<p>Other Bush administration officials said that the international naval force in the area -- consisting of American , British , French , Canadian , Soviet , German and Australian ships -- may be used both to stop oil exports from leaving Iraq and Kuwait and to stop shipments of food and other goods from going in . </p><p>President Bush <span style='color:red;'><strong>implied </strong></span>as much yesterday when reporters asked whether the interdiction would apply to food . </p>",,WSJ900813-0157,69,implied
1671461937,false,finalized,5,4/6/2018 17:44:31,yes_its_anchorable,1.0,whether the interdiction would apply to food .,President Bush implied as much yesterday when reporters,"<p>Other Bush administration officials said that the international naval force in the area -- consisting of American , British , French , Canadian , Soviet , German and Australian ships -- may be used both to stop oil exports from leaving Iraq and Kuwait and to stop shipments of food and other goods from going in . </p><p>President Bush implied as much yesterday when reporters <span style='color:red;'><strong>asked </strong></span>whether the interdiction would apply to food . </p>",,WSJ900813-0157,70,asked
1671461938,false,finalized,5,4/7/2018 15:24:14,no_its_hypotheticalcondition,0.5939,to food .,President Bush implied as much yesterday when reporters asked whether the interdiction would,"<p>Other Bush administration officials said that the international naval force in the area -- consisting of American , British , French , Canadian , Soviet , German and Australian ships -- may be used both to stop oil exports from leaving Iraq and Kuwait and to stop shipments of food and other goods from going in . </p><p>President Bush implied as much yesterday when reporters asked whether the interdiction would <span style='color:red;'><strong>apply </strong></span>to food . </p>",,WSJ900813-0157,72,apply
1671461939,false,finalized,5,4/8/2018 14:23:42,yes_its_anchorable,1.0,", "" Everything , everything . """,The president,"<p>President Bush implied as much yesterday when reporters asked whether the interdiction would apply to food . </p><p>The president <span style='color:red;'><strong>responded </strong></span>, "" Everything , everything . "" </p>",,WSJ900813-0157,73,responded
1671461940,false,finalized,5,4/6/2018 17:01:04,yes_its_anchorable,0.5903,"away from actually using the word "" blockade , "" Mr. Bush acknowledged that the U.S. and others were trying to block shipping to Iraq .",While,"<p>The president responded , "" Everything , everything . "" </p><p>While <span style='color:red;'><strong>shying </strong></span>away from actually using the word "" blockade , "" Mr. Bush acknowledged that the U.S. and others were trying to block shipping to Iraq . </p>",,WSJ900813-0157,74,shying
1671461941,false,finalized,5,4/8/2018 15:28:59,yes_its_anchorable,0.6009,"the word "" blockade , "" Mr. Bush acknowledged that the U.S. and others were trying to block shipping to Iraq .",While shying away from actually,"<p>The president responded , "" Everything , everything . "" </p><p>While shying away from actually <span style='color:red;'><strong>using </strong></span>the word "" blockade , "" Mr. Bush acknowledged that the U.S. and others were trying to block shipping to Iraq . </p>",,WSJ900813-0157,75,using
1671461942,false,finalized,5,4/8/2018 15:21:46,yes_its_anchorable,1.0,that the U.S. and others were trying to block shipping to Iraq .,"While shying away from actually using the word "" blockade , "" Mr. Bush","<p>The president responded , "" Everything , everything . "" </p><p>While shying away from actually using the word "" blockade , "" Mr. Bush <span style='color:red;'><strong>acknowledged </strong></span>that the U.S. and others were trying to block shipping to Iraq . </p>",,WSJ900813-0157,76,acknowledged
1671461943,false,finalized,5,4/8/2018 14:29:08,no_its_intentionwishopinion,0.7877,to block shipping to Iraq .,"While shying away from actually using the word "" blockade , "" Mr. Bush acknowledged that the U.S. and others were","<p>The president responded , "" Everything , everything . "" </p><p>While shying away from actually using the word "" blockade , "" Mr. Bush acknowledged that the U.S. and others were <span style='color:red;'><strong>trying </strong></span>to block shipping to Iraq . </p>",,WSJ900813-0157,77,trying
1671461944,false,finalized,5,4/6/2018 18:49:14,no_its_intentionwishopinion,0.8167,shipping to Iraq .,"While shying away from actually using the word "" blockade , "" Mr. Bush acknowledged that the U.S. and others were trying to","<p>The president responded , "" Everything , everything . "" </p><p>While shying away from actually using the word "" blockade , "" Mr. Bush acknowledged that the U.S. and others were trying to <span style='color:red;'><strong>block </strong></span>shipping to Iraq . </p>",,WSJ900813-0157,78,block
1671461945,false,finalized,5,4/8/2018 04:49:03,no_its_intentionwishopinion,1.0,to Iraq .,"While shying away from actually using the word "" blockade , "" Mr. Bush acknowledged that the U.S. and others were trying to block","<p>The president responded , "" Everything , everything . "" </p><p>While shying away from actually using the word "" blockade , "" Mr. Bush acknowledged that the U.S. and others were trying to block <span style='color:red;'><strong>shipping </strong></span>to Iraq . </p>",,WSJ900813-0157,79,shipping
1671461946,false,finalized,6,4/6/2018 17:02:23,yes_its_anchorable,1.0,.,""" No point getting into all these semantics , "" he","<p>While shying away from actually using the word "" blockade , "" Mr. Bush acknowledged that the U.S. and others were trying to block shipping to Iraq . </p><p>"" No point getting into all these semantics , "" he <span style='color:red;'><strong>said </strong></span>. </p>",,WSJ900813-0157,80,said
1671461947,false,finalized,5,4/7/2018 15:28:47,no_its_intentionwishopinion,1.0,"the oil from coming out of there . """,""" The main thing is to","<p>"" No point getting into all these semantics , "" he said . </p><p>"" The main thing is to <span style='color:red;'><strong>stop </strong></span>the oil from coming out of there . "" </p>",,WSJ900813-0157,81,stop
1671461948,false,finalized,5,4/8/2018 07:48:49,no_its_intentionwishopinion,0.5992,"out of there . """,""" The main thing is to stop the oil from","<p>"" No point getting into all these semantics , "" he said . </p><p>"" The main thing is to stop the oil from <span style='color:red;'><strong>coming </strong></span>out of there . "" </p>",,WSJ900813-0157,82,coming
1671461949,false,finalized,5,4/7/2018 10:00:18,no_its_negation,1.0,"to lure Saddam Hussein into an attack , officials hope that if he strikes again , the U.S. and its allies will have such an impressive force in place in Saudi Arabia that they will be able to crush him in retaliation .",Though they insist they are n't,"<p>The naval interdiction force is part of an overall American strategy that officials say is designed to leave the Iraqi leader with only the stark choice of backing out of Kuwait or launching new attacks to change his situation . </p><p>Though they insist they are n't <span style='color:red;'><strong>trying </strong></span>to lure Saddam Hussein into an attack , officials hope that if he strikes again , the U.S. and its allies will have such an impressive force in place in Saudi Arabia that they will be able to crush him in retaliation . </p>",,WSJ900813-0157,83,trying
1671461950,false,finalized,5,4/8/2018 21:53:47,no_its_intentionwishopinion,1.0,"back more Arab support in case the conflict drags on , hoping that its neighbors eventually will help it survive a prolonged war of economic attrition with the West .",Iraq clearly is trying to,"<p>Speaking on the ABC program , Abdul Amir al-Anbari , Iraq 's ambassador to the U.N. , asserted that an embargo on Iraq could plunge the U.S. into a "" depression "" and the rest of the world into an economic "" crisis . "" </p><p>Iraq clearly is trying to <span style='color:red;'><strong>woo </strong></span>back more Arab support in case the conflict drags on , hoping that its neighbors eventually will help it survive a prolonged war of economic attrition with the West . </p>",,WSJ900813-0157,84,woo
1671461951,false,finalized,5,4/7/2018 01:19:13,no_its_hypotheticalcondition,0.808,"on , hoping that its neighbors eventually will help it survive a prolonged war of economic attrition with the West .",Iraq clearly is trying to woo back more Arab support in case the conflict,"<p>Speaking on the ABC program , Abdul Amir al-Anbari , Iraq 's ambassador to the U.N. , asserted that an embargo on Iraq could plunge the U.S. into a "" depression "" and the rest of the world into an economic "" crisis . "" </p><p>Iraq clearly is trying to woo back more Arab support in case the conflict <span style='color:red;'><strong>drags </strong></span>on , hoping that its neighbors eventually will help it survive a prolonged war of economic attrition with the West . </p>",,WSJ900813-0157,87,drags
